units,layers,activation,optimizer,lr,dropout,l2_strength,trial_id,status,val_auc,val_precision,val_recall,val_accuracy,val_loss
144,2,elu,adam,0.0003,0.30000000000000004,0.0,1653,COMPLETED,0.8826334476470947,0.7239819169044495,0.5333333611488342,0.8997506499290466,0.2732877731323242
96,2,relu,adam,0.0003,0.1,0.001,1415,COMPLETED,0.8826295733451843,0.7289719581604004,0.5199999809265137,0.8992518782615662,0.3469012379646301
64,4,tanh,adam,0.001,0.30000000000000004,1e-05,1103,COMPLETED,0.88261878490448,0.6906779408454895,0.5433333516120911,0.895261824131012,0.27710261940956116
48,2,relu,adam,0.01,0.1,1e-06,0973,COMPLETED,0.8826050758361816,0.7437185645103455,0.4933333396911621,0.8987531065940857,0.29288119077682495
128,4,tanh,adam,0.001,0.2,0.0001,0563,COMPLETED,0.8826001882553101,0.739130437374115,0.5099999904632568,0.8997506499290466,0.29289156198501587
112,1,relu,adam,0.003,0.30000000000000004,0.0,1316,COMPLETED,0.8825962543487549,0.7247706651687622,0.5266666412353516,0.8992518782615662,0.2915584146976471
48,2,relu,adam,0.003,0.4,0.0001,0592,COMPLETED,0.882571816444397,0.7311320900917053,0.5166666507720947,0.8992518782615662,0.2876144051551819
96,1,tanh,adam,0.0003,0.1,1e-06,1759,COMPLETED,0.8825669288635254,0.7264150977134705,0.5133333206176758,0.8982543349266052,0.2737260162830353
64,2,tanh,adam,0.001,0.30000000000000004,1e-06,0070,COMPLETED,0.8825405240058899,0.7123287916183472,0.5199999809265137,0.8967580795288086,0.27209362387657166
96,1,elu,adam,0.003,0.4,0.0,1005,COMPLETED,0.8825366497039795,0.7450000047683716,0.49666666984558105,0.8992518782615662,0.2884749174118042
